	A-low-1-1	A-low-1-2	A-low-1-3	A-low-2-1	A-low-2-2	A-low-2-3	A-low-3-1	A-low-3-2	A-low-3-3	A-low-4-1	A-low-4-2	A-low-4-3	A-high-1-1	A-high-1-2	A-high-1-3	A-high-2-1	A-high-2-2	A-high-2-3	A-high-3-1	A-high-3-2	A-high-3-3	A-high-4-1	A-high-4-2	A-high-4-3	B-low-1-1	B-low-1-2	B-low-1-3	B-low-2-1	B-low-2-2	B-low-2-3	B-low-3-1	B-low-3-2	B-low-3-3	B-low-4-1	B-low-4-2	B-low-4-3	B-high-1-1	B-high-1-2	B-high-1-3	B-high-2-1	B-high-2-2	B-high-2-3	B-high-3-1	B-high-3-2	B-high-3-3	B-high-4-1	B-high-4-2	B-high-4-3	C-low-1-1	C-low-1-2	C-low-1-3	C-low-2-1	C-low-2-2	C-low-2-3	C-low-3-1	C-low-3-2	C-low-3-3	C-low-4-1	C-low-4-2	C-low-4-3	C-high-1-1	C-high-1-2	C-high-1-3	C-high-2-1	C-high-2-2	C-high-2-3	C-high-3-1	C-high-3-2	C-high-3-3	C-high-4-1	C-high-4-2	C-high-4-3	D-low-1-1	D-low-1-2	D-low-1-3	D-low-2-1	D-low-2-2	D-low-2-3	D-low-3-1	D-low-3-2	D-low-3-3	D-low-4-1	D-low-4-2	D-low-4-3	D-high-1-1	D-high-1-2	D-high-1-3	D-high-2-1	D-high-2-2	D-high-2-3	D-high-3-1	D-high-3-2	D-high-3-3	D-high-4-1	D-high-4-2	D-high-4-3
A-high-4-1	0.272367003	0.292374993	0.26398397	0.309249606	0.324935551	0.326297164	0.297517497	0.297776672	0.292331998	0.259079442	0.252791879	0.257480549	0.354644993	0.232740322	0.249420273	0.239783747	0.218890259	0.23114118	0.207158578	0.208671058	0.416354192	0	0.209145918	0.144110026	0.495217325	0.488174167	0.483441904	0.519459676	0.536702726	0.510083267	0.537480052	0.544934849	0.527087307	0.583416801	0.586743803	0.567038255	0.745983676	0.59780614	0.706552164	0.664829806	0.632550019	0.602517258	0.616388228	0.590914628	0.581277507	0.892819293	0.839797833	0.841807493	0.747063893	0.617338135	0.558243286	0.624576119	0.560987435	0.535124635	0.576458584	0.586505274	0.581989478	0.566151644	0.546273383	0.588904618	0.635486601	0.661760599	0.622782216	0.632353857	0.651994323	0.664028831	0.603379621	0.586806998	0.579655795	0.611266145	0.569846555	0.574902579	0.887287597	0.848137682	0.761128384	0.76039399	0.850363159	0.805638327	0.816441341	0.762619983	0.840402225	0.729583304	0.82977192	0.800539509	0.842434362	0.775323997	0.749028847	0.753220777	0.768583231	0.675675253	0.869721895	0.782843505	0.821065515	0.880503159	0.843729616	0.903794834
A-high-4-2	0.275888557	0.288398731	0.277811869	0.280858073	0.292958117	0.302659667	0.27256233	0.286260571	0.280534531	0.264221657	0.256896876	0.255989249	0.343885074	0.269255483	0.283775063	0.263594334	0.25471421	0.242376281	0.215541606	0.212581274	0.43294743	0.209145918	0	0.191407154	0.503406382	0.493553963	0.491933189	0.53289869	0.549082834	0.524321958	0.5565156	0.553252964	0.53639987	0.594241356	0.577453088	0.580369222	0.747884887	0.596099016	0.708215493	0.677448074	0.640436001	0.61234768	0.614529591	0.590244579	0.589617695	0.890658405	0.835346792	0.840316444	0.748943719	0.624597915	0.569500112	0.630777501	0.559799356	0.541995398	0.587521158	0.602537231	0.583048198	0.582875274	0.55163212	0.603553896	0.649142149	0.672153579	0.618742068	0.641234113	0.659405246	0.661392968	0.602818038	0.607700696	0.574621345	0.624208649	0.588600919	0.591150634	0.884003636	0.846647055	0.763159412	0.756547986	0.844831788	0.802915957	0.810694292	0.761258957	0.834611884	0.7280059	0.823095661	0.797060888	0.838977118	0.77495646	0.752961327	0.760977778	0.773077139	0.685657067	0.866783584	0.783383477	0.82065479	0.877391931	0.835216862	0.898458291
A-high-4-3	0.263313759	0.279864137	0.252251243	0.296220769	0.309940899	0.313722027	0.278633477	0.283538454	0.277401679	0.257285991	0.243738721	0.241318252	0.343841892	0.236694959	0.254908783	0.235051915	0.216340786	0.217723947	0.189441026	0.193848629	0.404837919	0.144110026	0.191407154	0	0.49634108	0.491544957	0.489470275	0.519222012	0.537350771	0.512373596	0.542126076	0.5486512	0.532402736	0.587219863	0.589401761	0.570279231	0.750175365	0.601349801	0.707308361	0.670469174	0.636223327	0.603619305	0.614140997	0.592513283	0.583244128	0.893813266	0.838285556	0.84306089	0.746285991	0.617683771	0.559777676	0.62576445	0.555542998	0.538192961	0.580196557	0.594218729	0.58570591	0.574578217	0.550184449	0.596207297	0.637237077	0.666492487	0.624835169	0.637647411	0.653074843	0.662451909	0.606944781	0.594325909	0.578121788	0.615371659	0.577020091	0.580801289	0.885926362	0.848418479	0.76346195	0.760329301	0.849260981	0.805595154	0.816657563	0.764089364	0.839732485	0.731592706	0.829836779	0.800409913	0.842801578	0.778089627	0.751125057	0.757628872	0.772710029	0.681400857	0.872163296	0.785177062	0.820806423	0.881043463	0.841742023	0.901267032
B-low-1-1	0.479747995	0.482859261	0.493381445	0.487137486	0.502391513	0.503082908	0.48674843	0.500295703	0.49273313	0.500814561	0.49619024	0.494980483	0.516824888	0.48543028	0.481281793	0.472984374	0.471321223	0.478753235	0.496860129	0.49651435	0.573260897	0.495217325	0.503406382	0.49634108	0	0.289998202	0.289738705	0.335890025	0.265430826	0.305446827	0.37454424	0.371109023	0.280340027	0.399176743	0.406846672	0.38869685	0.636935244	0.482253629	0.592231681	0.542190385	0.532187625	0.473891933	0.491112682	0.477133348	0.444658262	0.834935318	0.772859918	0.763159335	0.660616425	0.50736043	0.477651215	0.510018038	0.442259352	0.489859275	0.4901402	0.504465019	0.478126752	0.494180285	0.476786745	0.490054202	0.527669992	0.537630468	0.517860743	0.509045087	0.525747192	0.540915324	0.486228754	0.497377241	0.470909687	0.515246371	0.472832783	0.46369344	0.833055745	0.766616847	0.667032172	0.665217462	0.770181667	0.715366519	0.738161309	0.661696115	0.744469569	0.628940348	0.742395392	0.710850858	0.779710862	0.672152796	0.63678302	0.671029805	0.688660484	0.58376068	0.795007181	0.673924995	0.733169841	0.814063799	0.7434971	0.837960405
B-low-1-2	0.471494557	0.478883954	0.486403068	0.476075256	0.480742012	0.490464737	0.480785033	0.49225854	0.482016538	0.507901738	0.494332175	0.492949517	0.528060321	0.472920288	0.475188962	0.464839096	0.461684841	0.468728291	0.49027035	0.487655862	0.598973037	0.488174167	0.493553963	0.491544957	0.289998202	0	0.153098613	0.307218804	0.302421945	0.29200789	0.355833296	0.340255309	0.291467353	0.396994612	0.411190111	0.373507719	0.614226619	0.47257401	0.590092481	0.5369617	0.530956075	0.4591348	0.473482229	0.462916694	0.435497087	0.820069855	0.758103035	0.752874797	0.633953678	0.459890812	0.452176936	0.472141587	0.422252104	0.485861566	0.508181872	0.528210811	0.506193996	0.52341446	0.506366324	0.51341102	0.537652618	0.556082947	0.523284178	0.525790206	0.529593023	0.511184286	0.513366885	0.514187493	0.482793849	0.499322423	0.485170487	0.477219276	0.79260833	0.72681719	0.630149525	0.637387942	0.724310691	0.672995946	0.699852689	0.630279943	0.690388172	0.602363889	0.725023742	0.714459415	0.76722191	0.657395864	0.584127654	0.669323054	0.684728397	0.601931809	0.78725012	0.668371935	0.722345543	0.791031076	0.740861169	0.827869834
B-low-1-3	0.471039991	0.477327536	0.487396199	0.476960753	0.488821914	0.491047807	0.478731931	0.494980283	0.474734802	0.493943063	0.48149775	0.485473292	0.524127775	0.473308943	0.470067722	0.461381398	0.462548803	0.468922399	0.489600306	0.488649362	0.596509702	0.483441904	0.491933189	0.489470275	0.289738705	0.153098613	0	0.3328437	0.3299272	0.306332665	0.369747924	0.357389225	0.313333149	0.41419345	0.426724898	0.387141203	0.624662513	0.489275711	0.606059564	0.548499458	0.541153858	0.467928169	0.500317045	0.485603222	0.451702039	0.831607656	0.771931042	0.766119669	0.637367583	0.476981557	0.458940032	0.490420863	0.427610137	0.488800419	0.510212543	0.524061866	0.50610736	0.512416064	0.499149481	0.510601995	0.53652864	0.547742508	0.521620028	0.528966068	0.531451204	0.524623541	0.508829147	0.514057789	0.487979209	0.506539067	0.479012296	0.471406562	0.804707907	0.74036453	0.646613917	0.648407205	0.736691252	0.686910445	0.714955576	0.641925999	0.706463365	0.605388777	0.728069945	0.715452982	0.768950524	0.657525214	0.597242605	0.66668667	0.685246723	0.597869485	0.78984289	0.672649776	0.725586199	0.793343074	0.73982402	0.829036686
B-low-2-1	0.507684111	0.516866774	0.516240004	0.518811859	0.521642355	0.532704482	0.525293571	0.535664628	0.530889606	0.547008183	0.534908603	0.533871176	0.549211967	0.505588536	0.497745118	0.492623846	0.490658533	0.504658921	0.524148286	0.521058451	0.60141352	0.519459676	0.53289869	0.519222012	0.335890025	0.307218804	0.3328437	0	0.195836916	0.315774797	0.358210013	0.370914938	0.321781456	0.429015585	0.450708018	0.389150802	0.57410323	0.419918807	0.530652784	0.46760425	0.479509832	0.397706829	0.435929155	0.413695904	0.394552536	0.780767751	0.715602665	0.710914736	0.684145079	0.487373922	0.477823307	0.485170284	0.437181216	0.49828475	0.507965288	0.513236302	0.497853005	0.519589247	0.501763259	0.516111138	0.541973069	0.54283781	0.529787055	0.482684075	0.52215976	0.538321691	0.512739623	0.489166559	0.462266927	0.490484817	0.476224399	0.460106145	0.8448092	0.776728166	0.668068879	0.676279345	0.772514647	0.71573314	0.740861329	0.655904954	0.713074935	0.636134423	0.734076308	0.72143755	0.782627321	0.667442037	0.623170301	0.676431215	0.685743126	0.599467906	0.79383974	0.665540911	0.727076575	0.821474673	0.74969807	0.832882721
B-low-2-2	0.518402238	0.526050897	0.532511542	0.525446109	0.531193155	0.536875767	0.531798542	0.546793919	0.537113634	0.557358653	0.546144945	0.54093747	0.559108943	0.519569377	0.516652057	0.505481319	0.50805303	0.516997606	0.537502106	0.535665474	0.602365254	0.536702726	0.549082834	0.537350771	0.265430826	0.302421945	0.3299272	0.195836916	0	0.303934487	0.35021546	0.368300571	0.279821247	0.405550649	0.428107539	0.374933564	0.567988834	0.412788484	0.516132982	0.467345121	0.469636041	0.39919796	0.438932784	0.411816449	0.392283501	0.778110038	0.709229225	0.706485503	0.682849348	0.489967632	0.486164619	0.48309652	0.43977455	0.502823358	0.507706698	0.511703403	0.494937005	0.518445031	0.50109472	0.509543516	0.545344485	0.543832351	0.530349515	0.481410156	0.522117655	0.527821616	0.506387694	0.491241208	0.460215035	0.486315339	0.476657578	0.457427774	0.841158588	0.772536965	0.671223993	0.673860522	0.770527622	0.716598464	0.741337856	0.658282593	0.714890129	0.633888328	0.733904293	0.722648554	0.781720476	0.669992652	0.628226854	0.678527988	0.691080937	0.600052577	0.793343419	0.667097317	0.726083562	0.820675501	0.748834379	0.830830122
B-low-2-3	0.503796013	0.513043673	0.515722998	0.511682664	0.521643068	0.520066181	0.509392028	0.518186284	0.5095863	0.519439575	0.510645278	0.513972617	0.540159992	0.507339273	0.50312602	0.497313724	0.488628276	0.500749292	0.516911515	0.516370666	0.582011432	0.510083267	0.524321958	0.512373596	0.305446827	0.29200789	0.306332665	0.315774797	0.303934487	0	0.236932087	0.213705167	0.235008965	0.26458942	0.297819625	0.244537686	0.580584869	0.449368187	0.515679063	0.48076267	0.486575142	0.424563751	0.387249121	0.362423358	0.342934069	0.713485142	0.645597289	0.633887481	0.676777744	0.514425482	0.506452656	0.499560352	0.442670001	0.51412338	0.494656087	0.519870219	0.510363675	0.497551057	0.465789174	0.502218627	0.553511159	0.564530752	0.549514158	0.526438166	0.547094433	0.553014428	0.51196219	0.501742064	0.502023637	0.479725262	0.477391713	0.455072561	0.849173996	0.782842975	0.692678944	0.690021497	0.786688939	0.731852025	0.756396905	0.665649721	0.733341891	0.630733096	0.744491179	0.722475008	0.794338259	0.680925058	0.658540443	0.690648537	0.707177315	0.611805609	0.808078624	0.684771479	0.742741413	0.82545055	0.755921099	0.83391979
B-low-3-1	0.529572701	0.537696856	0.543163363	0.532641112	0.538107424	0.536746082	0.535276843	0.548608267	0.537458992	0.549580476	0.538906876	0.539835769	0.578187183	0.531646714	0.538258234	0.538625347	0.518251079	0.533116098	0.53871235	0.537977337	0.593484803	0.537480052	0.5565156	0.542126076	0.37454424	0.355833296	0.369747924	0.358210013	0.35021546	0.236932087	0	0.160099259	0.242636114	0.275176718	0.313484429	0.263227495	0.579806817	0.465572987	0.536637322	0.499171463	0.510147847	0.456152514	0.413371527	0.399068399	0.375538481	0.737014829	0.656789968	0.641666019	0.699636916	0.560900516	0.528253482	0.553662646	0.501158824	0.551675119	0.516283943	0.541065714	0.540958068	0.526157723	0.497291031	0.532251794	0.582291058	0.590480079	0.574145435	0.552149556	0.582139836	0.591754603	0.553338468	0.536917217	0.535491605	0.528836824	0.510168942	0.503470936	0.857664813	0.790534374	0.707500727	0.710503747	0.797880639	0.74630629	0.774329863	0.682481065	0.749719458	0.65609893	0.760781997	0.742828043	0.802072803	0.698188079	0.671957776	0.704433178	0.719838297	0.636847234	0.814603856	0.697799516	0.75179441	0.829555617	0.772060513	0.853149517
B-low-3-2	0.538604163	0.543444323	0.553231791	0.541802391	0.549860992	0.549061603	0.538496295	0.550012677	0.541218433	0.547419977	0.533094506	0.539079283	0.576329319	0.546663217	0.55100619	0.550055601	0.528254858	0.542017654	0.549558805	0.545345442	0.611418032	0.544934849	0.553252964	0.5486512	0.371109023	0.340255309	0.357389225	0.370914938	0.368300571	0.213705167	0.160099259	0	0.236305646	0.251625784	0.273491235	0.247908558	0.581816535	0.465637995	0.537458793	0.495693218	0.504400434	0.449670916	0.395503084	0.386061086	0.354645222	0.723208277	0.644538891	0.628356396	0.685981869	0.547310789	0.53160245	0.546727684	0.48890811	0.543054461	0.513237683	0.534281744	0.536485652	0.5149009	0.487762777	0.517083824	0.564077017	0.573497614	0.560057973	0.54361517	0.566756449	0.577905082	0.533655103	0.527648445	0.52496947	0.519394759	0.496275836	0.484954532	0.849605971	0.785608636	0.706917667	0.700349156	0.787401653	0.735157925	0.762468314	0.676431565	0.739802155	0.64162292	0.748877116	0.731614602	0.794381103	0.684641033	0.665346626	0.695466709	0.712125087	0.624250992	0.807257578	0.687623245	0.747235757	0.824521229	0.756287916	0.843124209
B-low-3-3	0.521751147	0.529486453	0.533872466	0.521124944	0.530372093	0.531798029	0.520778917	0.536379274	0.524754375	0.535060791	0.524624646	0.530782368	0.556969697	0.525790916	0.524279089	0.518984876	0.509499958	0.521383054	0.530933796	0.529766702	0.602581276	0.527087307	0.53639987	0.532402736	0.280340027	0.291467353	0.313333149	0.321781456	0.279821247	0.235008965	0.242636114	0.236305646	0	0.286022782	0.303891054	0.267030414	0.597675602	0.455655499	0.530026031	0.497313455	0.498005207	0.44193559	0.409201499	0.387443882	0.35049612	0.752765537	0.683862431	0.662602467	0.686435596	0.524364446	0.516305301	0.53050109	0.466868979	0.530543865	0.509996359	0.528383009	0.517493758	0.511789087	0.477758734	0.501635182	0.564919558	0.555650379	0.545236165	0.520171932	0.543810217	0.562802135	0.514900471	0.50906668	0.493812759	0.50243375	0.482080465	0.475101707	0.849929998	0.784895589	0.690366754	0.687687693	0.782064934	0.728870233	0.753307209	0.666600236	0.744944647	0.639786387	0.743972388	0.720012024	0.791356231	0.675955234	0.652620105	0.687731721	0.703979582	0.620966816	0.800602742	0.679736607	0.738830718	0.822533437	0.751080745	0.843426602
B-low-4-1	0.582747018	0.589898661	0.596121614	0.590417769	0.599837688	0.596898871	0.58021904	0.594047651	0.585210025	0.588018997	0.574450083	0.580154442	0.617706478	0.588083743	0.590763177	0.589596275	0.572419208	0.58620402	0.590504167	0.590136526	0.63391104	0.583416801	0.594241356	0.587219863	0.399176743	0.396994612	0.41419345	0.429015585	0.405550649	0.26458942	0.275176718	0.251625784	0.286022782	0	0.16372937	0.197867843	0.618201801	0.517515449	0.553296278	0.529593637	0.533569567	0.49044297	0.444290878	0.413588283	0.398355325	0.644797887	0.569196662	0.553856429	0.708323036	0.578683732	0.581557647	0.578359657	0.538841009	0.591496673	0.552864377	0.577711361	0.586094696	0.555435296	0.537825704	0.551611467	0.602752933	0.612065393	0.600073825	0.586979852	0.5960117	0.606361314	0.573195548	0.564725438	0.569716893	0.540159329	0.528276132	0.523004288	0.84586807	0.789065913	0.720227628	0.722668898	0.794985443	0.745226313	0.775043417	0.689265714	0.730230413	0.663920793	0.760026174	0.746782359	0.804255248	0.695574128	0.679563764	0.718326161	0.731981458	0.655040345	0.811362852	0.701386711	0.753242469	0.828561565	0.765903127	0.844355816
B-low-4-2	0.588105408	0.592923565	0.600032057	0.591432894	0.598173972	0.600528621	0.581234551	0.59316122	0.586916808	0.58583682	0.573974536	0.583546073	0.612606895	0.596509954	0.597396018	0.593852195	0.579938029	0.591216169	0.593960426	0.591907661	0.647133819	0.586743803	0.577453088	0.589401761	0.406846672	0.411190111	0.426724898	0.450708018	0.428107539	0.297819625	0.313484429	0.273491235	0.303891054	0.16372937	0	0.25426085	0.641796007	0.527605755	0.559799489	0.555024309	0.545107294	0.504616477	0.4516584	0.414970695	0.408704526	0.650220907	0.571961939	0.552495128	0.708300977	0.578726585	0.582183713	0.585013914	0.536507207	0.585036266	0.564272378	0.590113228	0.581730003	0.566519067	0.539813039	0.560837014	0.607570809	0.618028324	0.591301233	0.590933608	0.599490006	0.606728192	0.563752759	0.574037565	0.558243482	0.550962005	0.533395919	0.527454458	0.846861401	0.793624267	0.727746126	0.72197692	0.791722682	0.744404752	0.770678327	0.695034481	0.731915498	0.670359258	0.761667838	0.747495183	0.802094286	0.701126595	0.684446656	0.724202914	0.739392211	0.664049974	0.814063298	0.705556088	0.759572706	0.83327138	0.764519935	0.849216903
B-low-4-3	0.567427244	0.574103822	0.579894239	0.574212295	0.581493024	0.582767684	0.566282112	0.580262015	0.572439823	0.576912683	0.563732562	0.569091033	0.606059753	0.571532554	0.574859935	0.57198593	0.55688358	0.568420905	0.571186575	0.570991986	0.623344895	0.567038255	0.580369222	0.570279231	0.38869685	0.373507719	0.387141203	0.389150802	0.374933564	0.244537686	0.263227495	0.247908558	0.267030414	0.197867843	0.25426085	0	0.605129703	0.501720806	0.546857146	0.513561665	0.529550826	0.473416398	0.416547924	0.395071254	0.377526333	0.687406254	0.620123505	0.609990549	0.703439916	0.561224911	0.558783557	0.56496291	0.518767898	0.575053293	0.545323296	0.564163302	0.570213466	0.544955396	0.53196975	0.544005336	0.590155682	0.601261612	0.593677702	0.564465566	0.581254143	0.599316933	0.570256484	0.551782827	0.546078632	0.530933013	0.524667219	0.514058415	0.841027974	0.783404399	0.708732227	0.712448334	0.789929262	0.739067899	0.767372652	0.6799745	0.726621778	0.653549309	0.751231709	0.738506589	0.800192733	0.687060973	0.669602789	0.709315745	0.723100611	0.649768133	0.807451845	0.693521492	0.74667349	0.822511556	0.760327986	0.839731547
B-high-1-1	0.743456258	0.746934919	0.750197341	0.745141691	0.749203651	0.745659735	0.747237143	0.749613868	0.753222099	0.756074247	0.74723688	0.752184719	0.752163589	0.73719023	0.742635065	0.742375657	0.735202355	0.737838146	0.742440695	0.739847803	0.759833397	0.745983676	0.747884887	0.750175365	0.636935244	0.614226619	0.624662513	0.57410323	0.567988834	0.580584869	0.579806817	0.581816535	0.597675602	0.618201801	0.641796007	0.605129703	0	0.317157656	0.40291434	0.293433251	0.25231615	0.40935258	0.452328371	0.45293344	0.467647288	0.74824921	0.663552482	0.680146483	0.751622351	0.657007526	0.670922074	0.627968128	0.64002499	0.677425953	0.653097133	0.665844322	0.675956436	0.658152758	0.652988793	0.657375012	0.661177732	0.68416681	0.653960368	0.612821428	0.656574867	0.658756766	0.656402266	0.623128033	0.655689674	0.562650922	0.634947426	0.613491947	0.856346686	0.799890149	0.753176575	0.754927451	0.803692503	0.767977234	0.787034592	0.716662612	0.745116981	0.711498302	0.769186437	0.777678926	0.810931119	0.725217456	0.720896975	0.751643657	0.757628137	0.706140176	0.813760641	0.729431496	0.76782613	0.821711837	0.786212394	0.837743497
B-high-1-2	0.595732477	0.600140176	0.604353624	0.593031785	0.597482299	0.602235608	0.602927142	0.608329067	0.606643363	0.619499641	0.608717822	0.613968062	0.603057242	0.580694259	0.579830076	0.583394909	0.578296004	0.577906724	0.589617719	0.584259004	0.64523277	0.59780614	0.596099016	0.601349801	0.482253629	0.47257401	0.489275711	0.419918807	0.412788484	0.449368187	0.465572987	0.465637995	0.455655499	0.517515449	0.527605755	0.501720806	0.317157656	0	0.369834575	0.274894978	0.262622222	0.331914907	0.391657493	0.364865663	0.379600464	0.762639804	0.688184129	0.683431599	0.694019616	0.530673619	0.537155893	0.514274664	0.502045122	0.521080787	0.521362161	0.539618962	0.533418226	0.529031818	0.509499119	0.531884376	0.56077187	0.576933653	0.53406576	0.504118831	0.550789414	0.552344761	0.529593531	0.500099903	0.500748977	0.488993971	0.507295528	0.486358483	0.847034825	0.783426279	0.689891445	0.689438284	0.772450163	0.727919321	0.742720248	0.662732971	0.716553569	0.645641556	0.728933953	0.732241112	0.778154634	0.671180066	0.648861103	0.684815109	0.693694863	0.616170581	0.78902179	0.673579026	0.734250208	0.813372046	0.750000323	0.821236573
B-high-1-3	0.703009231	0.705645149	0.708734964	0.701345683	0.705450387	0.705666298	0.706595868	0.710787108	0.71003103	0.715173482	0.709555565	0.712256128	0.707179104	0.696635031	0.698795706	0.698449924	0.692702795	0.695533122	0.69937915	0.699508644	0.72608442	0.706552164	0.708215493	0.707308361	0.592231681	0.590092481	0.606059564	0.530652784	0.516132982	0.515679063	0.536637322	0.537458793	0.530026031	0.553296278	0.559799489	0.546857146	0.40291434	0.369834575	0	0.27854699	0.36194866	0.335415359	0.436836901	0.370958204	0.400904794	0.712447756	0.606835537	0.633541549	0.745486172	0.621011251	0.642834082	0.608565858	0.607118348	0.644087398	0.626672698	0.649726363	0.641580779	0.636481695	0.617554077	0.636870895	0.659362894	0.669604205	0.639462784	0.597632584	0.644627031	0.629783162	0.633456313	0.608003575	0.615674428	0.514749636	0.617014053	0.593138961	0.864838285	0.804989484	0.738765474	0.746911873	0.80777681	0.764066817	0.78547927	0.700868304	0.741573844	0.707760875	0.77147724	0.77653434	0.806891162	0.734573812	0.701278804	0.748143649	0.75356661	0.701819159	0.815727469	0.722669163	0.768691071	0.834956876	0.790490888	0.843383253
B-high-2-1	0.666688327	0.669864715	0.672630224	0.678183402	0.684167594	0.682438992	0.677945379	0.682893166	0.682201588	0.684794688	0.673170374	0.678269138	0.679565729	0.65869413	0.659752788	0.662863639	0.651563804	0.657851127	0.666407796	0.66541343	0.698039037	0.664829806	0.677448074	0.670469174	0.542190385	0.5369617	0.548499458	0.46760425	0.467345121	0.48076267	0.499171463	0.495693218	0.497313455	0.529593637	0.555024309	0.513561665	0.293433251	0.274894978	0.27854699	0	0.236435116	0.2831489	0.393169593	0.352398048	0.348767767	0.726578225	0.625265831	0.648968722	0.699442711	0.567470007	0.582572966	0.5515463	0.544653626	0.587823647	0.563495231	0.578316675	0.581233559	0.567643125	0.561333675	0.562004114	0.579072897	0.590199927	0.576954951	0.531278417	0.563753862	0.582939734	0.565719873	0.534000951	0.555133138	0.454251233	0.537371735	0.516067902	0.849757107	0.784290603	0.70795463	0.712773384	0.789108534	0.732024775	0.75948659	0.679910233	0.727702747	0.662170627	0.745074043	0.73820426	0.786322015	0.680795105	0.665822081	0.690562189	0.703806521	0.630819811	0.797988469	0.677662725	0.730858075	0.81702363	0.754473036	0.828129252
B-high-2-2	0.632075041	0.63838445	0.642230294	0.643915729	0.651283021	0.649035768	0.641819425	0.647502242	0.642964857	0.645752022	0.639031915	0.64246742	0.646292091	0.628834093	0.628315737	0.628877167	0.618808724	0.626176378	0.635121695	0.631902014	0.674898904	0.632550019	0.640436001	0.636223327	0.532187625	0.530956075	0.541153858	0.479509832	0.469636041	0.486575142	0.510147847	0.504400434	0.498005207	0.533569567	0.545107294	0.529550826	0.25231615	0.262622222	0.36194866	0.236435116	0	0.353198059	0.419119412	0.384484219	0.402525443	0.748681727	0.671223168	0.664352465	0.698103773	0.571597737	0.57676143	0.559000717	0.547549288	0.571143688	0.558958153	0.571100529	0.577733889	0.555889747	0.543184489	0.550336848	0.581471447	0.603682657	0.570214172	0.542622301	0.581860402	0.587261604	0.559216994	0.530025763	0.549796276	0.487136601	0.526634101	0.506842413	0.849973283	0.793711032	0.726104655	0.72029282	0.791420533	0.73820431	0.758104354	0.689546914	0.736086001	0.664180257	0.748531436	0.733689007	0.792177486	0.692311731	0.677057828	0.690281735	0.710742852	0.632592044	0.802698907	0.690864662	0.743692372	0.821863635	0.758384046	0.830095643
B-high-2-3	0.601631608	0.604180978	0.609906628	0.616777892	0.624382852	0.627710323	0.61688587	0.62297883	0.620191312	0.627451556	0.614119862	0.615221928	0.621077288	0.594479546	0.592599773	0.591346227	0.584670369	0.587954547	0.601329168	0.602387295	0.660379433	0.602517258	0.61234768	0.603619305	0.473891933	0.4591348	0.467928169	0.397706829	0.39919796	0.424563751	0.456152514	0.449670916	0.44193559	0.49044297	0.504616477	0.473416398	0.40935258	0.331914907	0.335415359	0.2831489	0.353198059	0	0.341962647	0.294989546	0.291661667	0.723834301	0.618459886	0.636912267	0.68019184	0.516370577	0.526741983	0.515679105	0.487288112	0.551027773	0.535579611	0.547311431	0.547786837	0.536141209	0.528988852	0.536465195	0.552172775	0.563191719	0.543896593	0.504615762	0.533871309	0.553014945	0.530911711	0.499733202	0.509888846	0.423375336	0.503449583	0.481022387	0.84191469	0.778089929	0.683021072	0.691858436	0.769598106	0.720422466	0.746825595	0.658325709	0.706247602	0.64531824	0.733298625	0.733991393	0.776253621	0.663639934	0.620405407	0.68766739	0.697173857	0.615198799	0.780077105	0.657439091	0.71983902	0.806069697	0.741487875	0.824348418
B-high-3-1	0.618570631	0.619737488	0.624404482	0.624296431	0.62608971	0.628141883	0.623302698	0.620191207	0.629740871	0.630562527	0.623021468	0.624101476	0.631232343	0.615696858	0.616150846	0.612412163	0.603726894	0.606081866	0.61234799	0.606362655	0.649057191	0.616388228	0.614529591	0.614140997	0.491112682	0.473482229	0.500317045	0.435929155	0.438932784	0.387249121	0.413371527	0.395503084	0.409201499	0.444290878	0.4516584	0.416547924	0.452328371	0.391657493	0.436836901	0.393169593	0.419119412	0.341962647	0	0.213705224	0.217940174	0.699397617	0.607181491	0.575182485	0.69105985	0.541110169	0.551481101	0.53367729	0.502045597	0.549623107	0.522183473	0.531927044	0.548542766	0.514426296	0.502758145	0.507533811	0.538819573	0.540699191	0.52797297	0.493682677	0.542578568	0.570969995	0.514620082	0.493315892	0.497897104	0.443339224	0.482599421	0.45736287	0.843664147	0.78353406	0.696006442	0.696979202	0.777873185	0.727746578	0.745031916	0.656207855	0.7290422	0.645058306	0.734595164	0.723101636	0.781892761	0.667701647	0.645144635	0.676518137	0.694213497	0.613794023	0.788503235	0.666016498	0.725694045	0.809504413	0.740882485	0.823700027
