"x"
"d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|s_Clostridiales bacterium CCNA10",18
"d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelatoclostridium|s_[Clostridium] innocuum",12
"d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Faecalibaculum|s_Faecalibaculum rodentium",16
"d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Faecalitalea|s_Faecalitalea cylindroides",3
"d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Intestinibaculum|s_Intestinibaculum porci",18
"d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Longibaculum|s_Longibaculum sp. KGMB06250",1
"d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|s_Erysipelotrichaceae bacterium GAM147",1
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Acidaminococcus|s_Acidaminococcus fermentans",5
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Acidaminococcus|s_Acidaminococcus intestini",6
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Megamonas|s_Megamonas funiformis",0
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas ruminantium",5
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas sp. oral taxon 126",16
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas sputigena",5
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Megasphaera|s_Megasphaera elsdenii",0
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Megasphaera|s_Megasphaera stantonii",14
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Veillonella|s_Veillonella parvula",5
"d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Veillonella|s_Veillonella rodentium",5
"d_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Finegoldia|s_Finegoldia magna",5
"d_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Parvimonas|s_Parvimonas micra",17
"d_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Tissierellaceae|g_Tissierella|s_Tissierellia sp. JN-28",8
"d_Bacteria|p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium nucleatum",11
"d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter jejuni",0
"d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia coli",4
"d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Erwiniaceae|g_Buchnera|s_Buchnera aphidicola",5
"d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas putida",22
